lol,info,name,linkofproduct,area
157,"Green Technology, Finance Technology, Enterprise Software, Education",Pavan Mujumdar,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fecc9bee4b072ce663efcaa.html,"Startup Mentor and Business Coach.
Pavan Mujumdar is a startup mentor and business coach. He founded Mentorific, the world’s leading mentor marketplace. He created this platform for meaningful and diverse mentorship to become accessible across geographies. A post-graduate in management studies, he works extensively with individuals and businesses on value creation, strategy and disruptive business model generation. Pavan’s team considers him their sales and marketing wizard, with his keen understanding of how to bridge gaps between businesses and individuals. He believes connection and collaboration are the way to make visions become realities."
158,"Advertising, Education, Human Resources, Marketing, Media & Entertainment",Aditya Singh,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fcc7457e4b03d376eff65ea.html,"Aditya Singh is the Founder and Chairman of Alexis Group, India’s leading federation of youth organizations bound by the common motto of Passion for Excellence. He earned Master of Science in International Management with Merit from the Department of Strategy and Organisation, and Gold Level Certificate in Entrepreneurship from the Hunter Centre of Enterprise, Strathclyde Business School, University of Strathclyde, Glasgow. He also served as the President of Bharat Sansthan (India Society) at the university in the year 2014-15.

He earned Bachelor of Commerce (Honours) majoring in Finance and Marketing from the University of Delhi, Certificate in Global Business Studies from the School of Oriental and African Studies, University of London, Executive Certificate in Strategic Management of NGO and Non-Profit Organizations from the Harris School of Public Policy, The University of Chicago, Certificate in Open Source Leadership from Common Purpose, London and Indian School Certificate & Indian Certificate of Secondary Education from the City Montessori School, Lucknow. Furthermore, he is currently serving as a Mentor of Change – Atal Innovation Mission, NITI Aayog, Member, MIT Technology Review Global Panel and served as a Teach for India Fellow to eliminate education inequity in India.

Aditya has been recognized as a Global Shaper by the World Economic Forum, Changemaker by the Global Action on Poverty, Hesselbein Fellow by the University of Pittsburgh, USA, Prerna Fellow by the Indian Institute of Management Lucknow, and Fellow by the City Montessori School Lucknow for his exemplary contributions in the fields of leadership, entrepreneurship, environment, civic engagement, public service, and youth empowerment.

He has represented India at various International events including prestigious International Youth Forum Seliger organized by the Federal Agency on Youth Affairs, Russian Federation, International Youth Forum Mauritius organized by Konectenu, and Shape South Asia 2018 Conference organized by the Dhaka Hub of Global Shapers Community, World Economic Forum to name a few.

Aditya is a prolific speaker and speaks on topics such as Education, Leadership, Civic Engagement, Development, Entrepreneurship, Excellence, Ethics & Values, Right to Information, Public Accountability, Cross Cultural Communication, Youth Empowerment, Public Policy, Law and Politics.

He has delivered various lectures, presentations and workshops at many prestigious institutions such as University of London (UK), University of Pittsburgh (USA), Indian Institute of Technology Delhi, Indian Institute of Technology (BHU) Varanasi, Indian Institute of Management Lucknow, Indian Institute of Management Indore, University of Delhi, and Panjab University, Chandigarh to name a few. He was also invited as a Speaker at TEDxIndiraNagar where he spoke on Demystifying Collaboration.

Aditya was recognized among Top 40 Student Leaders from around the country at the 1st Indian Student Parliament held in Pune. Furthermore, he was invited for Horasis Global Meeting 2018 & Horasis India Meeting 2019 by Horasis – The Global Visions Community, Global Citizenship Programme by City University London, International Workshop on Youth Innovative Leadership and Entrepreneurship Development by World Network of Young Leaders and Entrepreneurs, Finland, and Google I/O Extended Faizabad which he could not attend due to prior work commitments.

He served as the Student Coordinator, Central Placement Cell of the University of Delhi, President of ACME Society, Vice President of NSS Unit, Joint Secretary of Commerce Association, Chief Creative Design Editor of ‘Alok Tirtha’ – Annual Magazine and Chief Editor of NSS Journal of his college.

Aditya won the First Prize in Photography Competition at MTV India Diwali Contest. He presented a paper titled “Principles of Business Ethics and their impact on the Bottomline” at National Seminar on Ethical Dimensions in Governance organised jointly by Deshbandhu College (Eve.) (University of Delhi) & India International Centre, New Delhi.

During his school days, he participated in many competitions at all levels from Intra College to International. He also won several awards in these competitions including First Prizes in Slide Show competition at World Peace Festival, HT PACE Quiz, IIM Lucknow EWC Quiz Competition to name a few.

Aditya is also a very active social & environmental activist. He participated in Nationwide Cancer Control Programme which included Awareness Mission & Fund Raising and Presented a research project & model on Rain Water Harvesting, Storage and Conservation at National Children’s Science Congress."
159,"Design, Education, Technology Hardware, Waste Management",Senthil S M,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fc8c4e9e4b03d376efe4d30.html,"I am Faculty of Mechanical Engineering. I have a PhD in the area of Engineering Design. I head the Project Coordination at TBI@KEC, an incubation unit."
160,Healthcare & Lifesciences,Smita Sahay Kumar,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fc36063e4b016b44cb45d15.html,"I’m Smita Sahay Kumar. I am actively engaged as a Serial Entrepreneur and created various successful endeavors like Caresoft, Medicircle, Hospital Suggest, Medical Exchange, to help society benefit from the powerful innovations of Information Technology in the healthcare domain.

I have got 15 years' worth of experience in Technology and Product Development, and deep knowledge of healthcare insights and overall industry practices.
My domain expertise and experience have helped individuals and organizations improve productivity through my products, blogs, consulting, and keynote speeches."
161,"Construction, Finance Technology, Marketing",CA Vineet Singhal,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fc0ba1fe4b016b44cb38df2.html,"1. Co-Founder of Charterpreneurs Foundation, engaged in promoting and enabling startup ecosystem amongst professionals 
2. Had been associated with different startups ranging from Food Delivery, Fintech, and Software and technology companies
3. Had been an official Mentor at Startup India Mentorship Sessions with state governments, Recently Mentored Cohorts from from State of Chhattisgarh and Maharashtra
4. Co Opted Member of Editorial Board of NIRC of ICAI
5. Major Areas - Marketing and Strategy"
162,"Education, Social Impact",Ashutosh Burnwal,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fb96160e4b0dca0779d5cd7.html,"Popularly known as the 'Scholarship man of India', Ashutosh founded Buddy4Study in the year 2011. Having closely experienced funding problems for his/brothers’ education while he was in school in Dhanbad (Jharkhand), he spent his 10 years to build Buddy4Study ecosystem to help students facing financial crisis in continuing their education journey. Today, Buddy4Study is India’s largest scholarship platform serving more than 35 Lakh students & having 85K scholars as beneficiaries. It is expanding the universe of scholarships with scholarship providers partnerships such as corporations, foundations, institutes and individuals.
In 2020, after completing 10 years with Buddy4Study, as a new chapter in life, Ashutosh started helping, supporting and mentoring entrepreneurs with objective (1) to encourage good intent people to pursue entrepreneurship as a way to bring change in society (2) to enhance success chances of early stage startups and take them towards building sustainable and profitable ventures."
163,"Chemicals, Finance Technology, Education, Renewable Energy, Retail",Utpal Parekh,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fb2b79ee4b01f96edfb38d3.html,"Isha Consult is led by a seasoned entrepreneur & career professional with rich & diverse vertical, functional and geographical experience. He has first-hand experience in dealing with critical business issues and working closely with the promoters / top management of many Private & MSME sector corporations as well as Listed Companies during his career.

Our Founder & Managing Partner, Utpal Parekh, is a visionary leader who is passionate about helping companies transform, innovate & build for the future. He leverages his 23+ years of Corporate experience delivering strategy, transformation, growth, and organizational change management in the organisations that he was worked with."
164,"Analytics, Advertising, Art & Photography, Animation, AI, Events",Sandhya Surendran,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fabd9f8e4b01f96edf9541e.html,"A 2007 graduate from India’s premier law school, NALSAR, Hyderabad, Sandhya's experience as a business lawyer has focused on the technology, media and entertainment industries. She began her career with the erstwhile Amarchand & Mangaldas & Suresh. A. Shroff, a law firm in Mumbai, and moved to Infosys, Bangalore as in-house counsel in 2009. Following a three-year stint at Infosys, Sandhya joined the ad-tech start-up unicorn, InMobi, in 2012 and worked with them for nearly five years before she decided to quit and start her independent legal & business consultancy firm, Lexic.

Lexic specifically deals with the tech and entertainment industries, where it also allows Sandhya to be actively involved in creating and building rights awareness among creative professionals with respect to intellectual property laws, in addition to supporting businesses with their commercial legal needs. She has built a niche practice area working with clients in the music-tech space, apart from advising artists, musicians and other entities in the film & music industry on their business strategies and legal requirements.
 
Featured in the ALB India 2020 Super 50 Lawyers
Member of the Women In Music group, India chapter
Featured in the Top 500 Powerful Women in Law (India) by World IP Forum in 2017
Featured in the Legal Era 'Rising Stars': Forty under Forty in 2016
Featured in the Chambers & Partners, Women in Law series in 2015

Specialties:
Commercial Contracts
Intellectual Property
Licensing & Royalties
Employment Practices
Policy Formation
General Business Advisory"
165,"Analytics, AR VR (Augmented + Virtual Reality), Computer Vision",D A Dodamani,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5faac724e4b01f96edf90549.html,"Go-To-Market Strategist Middle East & Africa, Business Leader, Sales Consultant - IT, Security, AV, ELV Infrastructure Systems, Physical Security CCTV/ACS, Audio Visual, Video Conferencing, Digital Signage, IPTV, HSIA, GRMS, Telecom, IT Networking, IT Security/Consulting, IP Telephony, IT Managed Infrastructure Services, Structured Cabling, Data Centers solutions & other Extra Low Voltage (ELV) solutions.

http://www.theosrconsulting.com"
166,"Advertising, Events, Fashion, Food & Beverages, Marketing",Prateek Nagar,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5fa3b860e4b0a5ca1b8e6982.html,"As a business person, advisor and consultant, with, 10 years of involvement in Marketing and Business Strategy worked with huge cooperate houses , Marica International ,Future Group ,Essar Group.
I have a wide scope of information, organisations, and involvement with FMCG, FMCD, Retail and Tech Start-ups.

I am supporting Invest Punjab and Start-up Uttarakhand as Mentor ."
167,Professional & Commercial Services,Dr. Ajay Garg,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f8ebc00e4b03d3276590bd6.html,"Dr. AJAY GARG is a Diversified Professional, Effective Speaker, Technical Author - Writer Angel Investor and Social Entrepreneur. He did his post graduations in Economics (MA Eco), Commerce (M.Com) and Management (MBA) and Dr. of philosophy. Besides LLB, he is Fellow Member of ICSI and ICA(Indian Council of Arbitration), IBBI Certified Valuer, Registered IPR Attorney and Qualified Insolvency Professional and Qualified Independent Director. He regularly writes articles on corporate matters and has delivered numerous lectures in professional and management Institutes and Engineering Colleges including ICSI, ICAI, ICoAI, MSME DI.
His three books, first on “Financial Inclusion – Viable Opportunities in Urban India’ second on ‘Corporate Laws’ have been published and the third title CA Professionals and SMEs in Make in India – Handbook for Practitioners” has been published by Institute of Chartered Accountants of India. His forth book “ Aa! Vyapaar Kar Le!! will soon came in the month of November."
168,"AI, Design, Technology Hardware, Robotics, Others",HARISH RAMDAS CHAUDHARI,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f7ea291e4b0cbc0da805ee7.html,"Smart Product Expert I have 32Yr+ distinguished experience in the field of Smart Products, Electronics, Electrical AVC (30KVA to 1500KVA), Metering 16Yr, 13Y+ experience in Smart metering (Prepaid Postpaid Credit AMR, AMI Including Water, and Gas Meter) system, Industrial Automation Robotics SPM. Profound knowledge of technology with advanced features, system engineering, process methodology, deployment and implementations, Product Design & Development, Solar Plant, Energy Solutions, and saving. Skillset including testing and Techno-Commercial support, strong team building, and training, management, and P &L challenges."
169,"Telecommunication & Networking, Renewable Energy",SUSHIL KUMAR AGARWAL,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f7c5c6ee4b0cbc0da7ffb4a.html,"Professional with three decades of experience and in leadership roles with government sector , public sector , startups as well large private enterprises .
Specialties: technology, projects, operations, strategy, vendor-development, contract management, strategic-planning, regulation , business development etc"
170,"Marketing, Education, Retail",VIVEK KHANDELWAL,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f78cc79e4b0cbc0da7f523d.html,"A relationship, result-oriented, and network-driven professional with over 19+ years of experience from the Consumer Industry across Urban and Rural Retail covering both Modern and General Trade, E-commerce, Digital, and Youth Marketing areas.
Sectors worked so far include Retail, FMCG, Fashion, Pharma, and Media with extensive travel within India and various International markets like the USA, Switzerland, Germany, France, South Africa, Vietnam, Hongkong, and Bangkok.
In a variety of roles accomplished so far, I have had the opportunity to work on numerous aspects covering Business Strategy, Strategic Planning, Retail Operations, Sales, Buying and Merchandising, Category Management, Assortment Planning, Marketing, Promotions, Route to Market (RTM), In-store Execution, Customer Relations, Customer Experience, Relationship Management, Key Account Management, Competition Analysis, Vendor Negotiation, Team Building, Driving Business Development, Brand Visibility, Building Brands amongst many more."
171,"Agriculture, Finance Technology, Education, Renewable Energy",Dr SURYANARAYANA MURTHY KOTIPALLI,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f78242de4b0cbc0da7f3281.html,"In my academic tenure position made several innovative interventions to create awareness among students on the relevance of education on Civic issues, environmental priorities, Social and Behavioural traits, besides imparting subject related skills and developed future change leaders and next generation problem solvers. Established “Entrepreneurial Development cell” at our Campus on 20th April 2019 with the support of “The Centre for Entrepreneurship Development” (A Government of Gujarat Organization).
Three HODs were nominated for 5 days’ capacity building program organized by SSIP at EDII, Gandhinagar on “Student Innovation and Start-up ecosystem development at academia”, which was sponsored by SSIP cell, Education Department, Government of Gujarat."
172,"Marketing, Education, Social Impact",Monis Shamsi,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f76ddace4b0cbc0da7f0515.html,"One who understands human emotions and empowers youngsters change makers, students, social entrepreneurs to kick start their journey of Self and Social Transformation. One who has been known for bringing people together from different walks of life and encouraging and engaging them in such activities which bring meaningful change in the society. ""


Monis Shamsi is a passionate Educator, Community Aggregator & a Social Entrepreneur. He is the Founder-President of a volunteer driven NGO You Can Foundation. he Chief Strategist for BNPS International and also associated with Bharat National Public School. He is also on the advisory board of multiple not for profit organizations."
173,"Fashion, Travel & Tourism",VINEET MOHAN,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f6f4747e4b063729926393f.html,"To Connect with Vineet Mohan click here or to know more about him continue to read below :

Vineet Mohan is a Tech-Driven Business Development Expert with rich exposure in Franchisee & Channel Network Development; Fashion & Lifestyle Retail expansion & Visual Merchandising, Ethnic Merchandising, eBusiness set up (from Coding to Customer) – [OS platforms: Prestashop, Magento, WordPress, Wix, and DBMS: MySQL]; Hotel Sales (Outbound, Inbound and Domestic]; Social Media Brand Building Campaigns, Global Contracting & Supply Chain. He has worked for/represented brands in India, China, Canada, and Nepal. His most recent assignments included the designing and on ground handling of unique Sustainable Tourism Itineraries for Honeymooners, Solo-Travelers and Small Groups in France, Italy, Monaco, Vatican, Switzerland, Netherlands, United Kingdom, India, Indonesia, Fiji Islands, Seychelles, Singapore, Hongkong, Macau, China, Maldives, Srilanka & UAE."
174,"Aeronautics Aerospace & Defence, Education, Green Technology",Atul Pandey,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f672788e4b0637299244f7f.html,"I have more than 15 years Managerial Experience in Energy / Defence / Education Sector. I was involved in vendor development as Indian Naval Armament Service. I have guided and advised many small scale business  enterprises involved  in design and manufacturing of products required by Indian Navy. I have also founded an educational services enterprise and operated it for more than 4 years. Currently, I am pursuing Research on Electric Vehicles. I am eager to guide Young Startups in Defence / Education / Energy Sector. I am also registered and Qualified for position of  Independent Director by Ministry of Corporate Affairs. "
175,"Marketing, Architecture Interior Design, Art & Photography, Construction",Dr Ram Kumar Mishra,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f660aa2e4b0637299242f2b.html,"Dr. Ram Kumar Mishra is a fellow member of The Institute of Company Secretaries of India and also a member of The Institute of Cost Accountants of India (ICAI-CMA) apart from Ph.D in Economics and MBA.
Having vast experience in the are of Corporate Law, Incorporation of business entities, secretarial, accounting, costing, taxation, risk management and Corporate legal matters.
Due to coronavirus pandemic (COVID-19) not only the Indian economy but the world economy is badly affected. Many Industries are either closed or on the verge of closure and industrial growth has significantly reduced. The same phenomena is with Ministry of Micro, Small and Medium Enterprises (MSMEs). MSMEs play an vital role in the Indian economy as they contributes aprox. 37% of GDP actually it almost than the contribution of Agriculture in GDP, 49% of country's export and generates aprox 12 Crore  employment. The MSMEs are also badly affected due to various COVID-19 impacts and thse are all like a nightmare which is trying to destroy everything."
176,"Aeronautics Aerospace & Defence, AI, AR VR (Augmented + Virtual Reality)",Santosh Dash,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f64ad40e4b063729923f264.html,"I have attended many startup events and many events related to AI , ML and researching many advanced technologies in the field of Computer Science. Currently I am into many advisor positions for many indian based Startup. currently looking for more startups come to me and will help them to grow of this journey. It is my gratitude to share all things online and do a best out of it to every one who is present in the network. 
Please go to my profile: www.santoshdash.in"
177,"Enterprise Software, Human Resources, Media & Entertainment",Govind Mundhra,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f6336f4e4b0637299239fde.html,"18+ years of Finance & Business Strategy experience across Unicorn Startups and Global IT companies.

CFO at WeWork India, played a key leadership role in growth, strategy and profitable operations. Scaled Revenue 20x , successfully raised large pools of Equity and Debt capital. 

Finance Director at InMobi, India's first unicorn. Key contributor to the growth journey and played a pivotal role in global expansion . Successfully executed Mergers and Acquisitions. "
178,"Marketing, Media & Entertainment",HARSHIT CHOUKSEY,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f6064dae4b094dd1b67094e.html,"An experienced professional having 11 years of experience in Marketing, Entrepreneurship, Banking, Apparels, and Digital Transformation.
Holds an MBA in Marketing degree from IBS Hyderabad, PG certification from MICA, and certification from IIM Bangalore.
An avid learner and acts as a guide and mentor for digital transformation and hack growth."
179,"Design, Education, Renewable Energy, Green Technology",Dr. P. M. Ardhapurkar,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f57c449e4b094dd1b654fab.html,"I completed my Ph.D. degree from IIT Bombay after my graduation and post-graduation from Government College of Engineering, Amravati (MS). I am currently working as a Professor in Mechanical Engineering. I have more than 25 years of experience which includes Industry, research and teaching. 
I am presently In-charge Professor of Innovation and Startup activities of the institute and working as a mentor for the students. I am also involved in providing consultancy services to nearby industries. I have published more than 25 research papers at national and international level and filed two patents in the field of engineering. I have guided several students and interns in their industrial and academic project work."
180,"AI, Finance Technology, Healthcare & Lifesciences",Chinamya Meher,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f53df63e4b0765cdabe05bf.html,"I am a banker with 22+ yrs of experience in the banking and financial services industry having deep understanding of retail business and expertise in Operations, Client On boarding, Digitization, AML CDD 
Management, Governance, Risk management, Regulatory Compliance, Audit, Systems, Client Experience etc. I had the opportunity to work with some of the best names like SCB, GE Money, ICICI Bank, Citi 
Financial at various levels ranging from individual contributor to Department Head.

I was fortunate enough to have witnessed significant changes in the banking industry and being part of many transformations, few macro level changes as mentioned below "
181,"Analytics, Design, Enterprise Software, Finance Technology, Internet of Things",CA Manjith Mathew Thomas,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f510993e4b06d557d9e203b.html,"Actively supports startup initiatives and provides consultancy to Startups having keen interest in scaling up their activities. Bridges the Startup governing system with budding entrepreneurs. My Core area of focus includes data-driven business and financial modelling, block chain analysis, integrated reporting, growth consulting and transaction advisory services. I am an active contributor to Kerala Start-up ecosystem. "
182,"Education, Human Resources, IT Services",MAYONK TRIPATHI,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f4aad63e4b06d557d9cce84.html,"MBA from Pune University with an experience of 25 years in the field of Education training & skilling as a marketing professional apart from his passion for counseling, mentor, and guide on life management.
Today’s world it is important to know 2 things, firstly to know how to analyze and apply information to make your experience and knowledge and secondly the desire, the willingness to know or to discover your passion, interest or ability or self to derive at a purpose of Life. 
Presently consultant Institute of entrepreneurship Xevelopment, UP, Lucknow and NACOF an Cooperative under ministry of Agriculture govt. of India.  Have worked with companies at Sr. management like EDUCOMP Solutions Ltd., Extramarks Education Pvt. Ltd., . He has an enriching experience of marketing and has executed big projects for Educomp (ICT@ schools project at 1401 secondary Schools) and for Extra marks Education Pvt. Ltd. (528 schools). ."
183,"Chemicals, Education, Non- Renewable Energy, Renewable Energy",DrKMahammad Rafi,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f4796ace4b07b91e44170bf.html,"I can work on ideation, validation in the field of electronic and water treatment, waste management technology startups ,because I have a more than 25 publications on it field and as keynote speaker also more than 10 conferences so I have a confidence to mentoring on that particular startups,and also I acted as JURY in hardware edition of SIH 2019, evaluator problem statement evaluator in SIH 2020 also by MHRD Ic.Now I am serving as Mentor of Change ,AIM,NITI AAYOG also .I have my own IT / ITES/ BPO/ KPO/ Publication services & research  , Innovation promote organistaion .Member in National/ International Professional Body such ACS( USA) ,IAENG, ISTE,IGS, Mentor India NITI AAYOG etc"
184,IT Services,Achyut Chandra,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f4282d9e4b07b91e4405efb.html,"Having worked with the global startup ecosystem, I can provide guidance on idea and technology validation, industry market fit, IP management, venture capital and channel partnerships."
185,"Education, Events, Human Resources, Pets & Animals",Sivesh Kumar,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f3e6acfe4b079a95a6f7853.html,"Sivesh turns startups into profitable businesses, strategic consults for startups, and helps them use the available resources to generate traction, revenue, profitability and their overall bottom lines.
Sivesh recently founded “StartUp Monk”, where he is trying to bring all stakeholders of the startup ecosystem on a single platform. He enjoys raising startups and moving forward to the next one and loves his dividends at the end of the year. Sivesh started with three failed startups before making the self-sustainable one. Which makes him an expert on what one shouldn’t do while running a start-up."
186,"Education, Healthcare & Lifesciences, Professional & Commercial Services",Khushboo Newtia,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f3e4e47e4b079a95a6f6b9f.html,"Khushboo Newtia wears many hats: she is a registered patent agent (IN/PA-3787), an IPR expert, a strategist, a speaker and a trainer and founder of CLIPEYM, an intellectual property boutique formed to identify, appreciate, nurture and shield your intangible assets. Her company’s vision is to empower people to create a strong economic future by harnessing their creativity. She is also a Startup Patent & Design facilitator, CGPDTM, Government of India.
She pioneers in understanding the complex IP processes. As a strategist and a leader, she has a solution for every bottleneck situation. She has conducted various IP awareness workshops in different parts of country to drive people towards knowledge-based economy."
187,"Marketing, Education",Prakash choudhary,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f2ba568e4b0789131c86547.html,"A serial entrepreneur with several start-ups to his credit. He started his entrepreneurial journey at a very young age. It was his true calling to be a self-motivated and value-driven entrepreneur. He has been a strategic thinker with a positive outlook and a clear focus to add value to the start-up ecosystem.
He is an ambitious individual with astute business acumen and he has been very successful in bringing forth a great initiatives. His penchant to help budding entrepreneurs was his goal.

He is an excellent communicator, mentor, & motivational speaker, and has been on multiple panels and education boards."
188,"Finance Technology, Travel & Tourism",Vishal Terkar,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5f2b8987e4b0789131c8593c.html,"Entrepreneur, Founder and Experienced Chief Executive Officer with a demonstrated history of working in the Finance & Consumer Services Industry. Skilled in Debt Financing, Private Equity, International Financial Services, Financial Statements, Management, Management Information Systems (MIS) and Accounting. Strong entrepreneurship professional with a Master of Business Administration (MBA) focused in Finance and Financial Management Services. 10+ Years of experience in Business Development. Strongly focused on the expansion of the business.
Finance is the heart of the business. In Indian and International Economy, there are many sources for raising the capital. Debt and Equity are the major. And we work strongly in both the segments. We work to help startups and established businesses for raising the capital from Indian Economy, which will be the best suit for their business."
189,"Chemicals, Green Technology, Food & Beverages, Healthcare & Lifesciences",Vikas Vithhal Gite,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.6065c456e4b03f92cbd28973.html,"Director of KBCNMU Center for Innovation, Incubation and Linkages, An Incubation Center of Kaviyitri Bahinabai Chaudhari North Maharashtra University, Jalgaon (Section 8 Company CIN: U85300MH2019NPL330765), Supported by Department of Skill Development and Entrepreneurship, Govt. of Maharashtra under Maharashtra State Innovation Society Incubator Scheme."
190,"Advertising, Marketing, Media & Entertainment",Sujit Nair,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.6055ed9be4b03f92cbcb6df3.html,"Sujit is an SME & start-up specialist who has helped more than 30 SME’s and around 10 start-ups in their digital transformation initiatives from a systems & marketing viewpoint. An engineer by qualification, Sujit has been adept in understanding business processes because of which he has been a key member in devising core system implementation for B2B and B2C organizations.

His experience of around 17 years has been a mix of working in B2B / B2C SMEs ranging from an annual turnover of INR 10 crores (USD 1.5 Million) to INR 1500 crores (USD 200 Million). Sujit also co-founded and led a 360-degree online marketing agency helping clients leverage the digital marketing mediums to scale up their business"
191,"Analytics, Education, Healthcare & Lifesciences, IT Services, Sports",Varun Sharma,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.6049e51de4b03f92cbc5517c.html,"Having experience of 14 years with a demonstrated history of working in the Education Management industry and having 1-year experience in mentoring Startups. I am also a  TEDx Speaker, Skilled in Analytical Skills, IT Service Management, Design, Microsoft Outlook, and Data Management. Strong community and social services professional graduated from Chaudhary Charan Singh University. Having spent over 1 year in the health and fitness industry as a professional and an entrepreneur, I enjoy helping young entrepreneurs to build their ideas into businesses. I have Mentored AMBHOS in the field of health and fitness (Ideation, validation, and early-stage ) and this startup is really doing great. I love to help young minds to grow."
192,"Telecommunication & Networking, Education, Technology Hardware, IT Services",Keshab Ray,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.603de6e8e4b03f92cbc112f9.html,"I am a graduate Electrical Engineer from Bengal Engg. College- Calcutta
University(Now IIEST– an Institute of National Importance) with PG in IT from IIT-Delhi and MBA (Systems & Marketing) from FMS-Delhi University. I have submitted my PhD thesis in Birla Institute of Technology-Mesra. I have published 3 research articles in non-paid Scopus/ESCI/ABDC indexed reputed journals. My research topic is : A Study of Challenges and Strategies for Indian IT Companies towards the development of Global Brand.I am working with Royal Bank of Scotland as IT-Programme Manager(VP)
in Core Systems having 25 years of experience in ICT companies like IBM, CSC, Cognizant and Samsung. I have worked in USA, UK, South Korea, Singapore and India managing complex E2E IT projects involving teams located in different continents delivering IT solutions and IT strategy for RBS, Bank of Scotland, Metlife-US, John Hancock-US,DBS-Singapore, HBOS-UK & Bank of Ireland.I have been doing coaching and mentoring for last 25 years in Industry and now after completing my PhD, I would like to impart my knowledge with the young entrepreneurs"
193,Technology Hardware,NXP FABCI Core team,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.603c7a3be4b03f92cbc0b7ce.html,"A team of experts from NXP & FABCI, IIT Hyd who are running a Semiconductor accelerator program. "
194,"Telecommunication & Networking, Education, Renewable Energy",Kshitij Shinghal,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.6037367ce4b087332c697989.html,"Dr. Kshitij Shinghal obtained his Doctorate (Ph.D) in 2013. He has published more than 100 Papers in various National, International Journals and Conferences he has published several 10+ papers on entrepreneurship, Innovation and design thinking. He has authored and co-authored more than 10 books on Electronics & Communication Engineering. He has also authored books on Emotional Intelligence, Memory improvement techniques, Time management, Stress Management in workplace and Logical & creative thinking puzzles. He is an elected fellow member FIAET and FISRD. He has received Best Research Paper Award from the International Journal of Advances in Engineering, and Technology [IJAET] in 2015. He has received Certificate of Appreciation for the valuable services rendered in the field of education in 2016 from the Society of Global Education Index. He received Best Reviewer Award from International Journal of Recent Trends in Electrical and Electronics Engineering in 2016. He is also the recipient of IAET Engineering Education Excellence Award-2017. For the last twenty years, he has been actively involved in writing, teaching and research in the diverse areas of engineering, technology and self-help. He has been involved in guiding and motivating his students, to time management abilities, goal setting and follow Success principles that helps them to launch a successful business venture. He is a dynamic teacher, trainer, speaker and motivator."
195,AI,SAURAV SINGLA,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.60363d1ee4b087332c69505b.html,"Accomplished and high-performing Analytical professional with 15 years of deep expertise in the application of analytics, business intelligence, data mining, and statistics in multiple industries and 3 years of consulting experience and 5 years of managing a team in the data science field. Creative problem solver with a unique mix of technical, business, and research proficiency that lends itself to developing key strategies and solutions with significant impact on revenue and ROI. Working experience in machine learning, statistics, natural language processing and deep learning with extensive use of Python, R, SQL & Tableau."
